ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,1,3930642,1251191,7768.76,lunes,01/27/2020 02:15:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,1,103897,36304,227.04,miércoles,01/22/2020 07:15:00 PM,24
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020,1,22864,9277,88.96,jueves,01/30/2020 07:30:00 PM,10.19
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,1,5617,1381,53.66,jueves,01/23/2020 07:45:00 PM,4.13
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020,1,2217,539,39.07,miércoles,01/29/2020 07:45:00 PM,3.17
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,1,64137,28058,324.19,jueves,01/23/2020 09:45:00 PM,8.11
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,1,982117,337077,1671.09,viernes,01/03/2020 07:30:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,1,16666323,4824581,28619.27,viernes,01/03/2020 03:45:00 PM,24
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,1,16797,8887,135.85,sábado,01/04/2020 03:30:00 PM,5.26
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020,1,10188,4396,31.44,sábado,01/04/2020 09:45:00 PM,14.6
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,1,13187,4523,50.18,sábado,01/11/2020 10:15:00 PM,12.23
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,1,15966,7544,87.13,sábado,01/25/2020 06:45:00 PM,8.6
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,1,12554,6147,39.26,viernes,01/03/2020 07:30:00 PM,18.26
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,1,13100,7330,107.65,jueves,01/30/2020 07:00:00 PM,5.56
19,CAUCA,19418,LÓPEZ DE MICAY,19418011,DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA),2020,1,2090,537,45.25,sábado,01/04/2020 06:45:00 PM,1.47
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2020,1,2545,788,26.94,viernes,01/10/2020 06:45:00 PM,3.54
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2020,1,4271,2127,32,viernes,01/31/2020 08:45:00 PM,5.56
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2020,1,6552,1861,60.74,lunes,01/27/2020 07:15:00 PM,4.39
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2020,1,5843,2375,57.31,martes,01/21/2020 07:15:00 PM,5.2
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2020,1,3530,625,30.06,miércoles,01/15/2020 06:45:00 PM,5.3
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,1,2093,617,39.23,domingo,01/19/2020 07:30:00 PM,2.5
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,1,5137,3129,34.04,sábado,01/18/2020 07:45:00 PM,5.46
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2020,1,9464,736,51.77,miércoles,01/29/2020 07:45:00 PM,6.5
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,1,30165,10630,168.08,domingo,01/19/2020 07:15:00 PM,7.5
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,1,6346,3461,45.53,sábado,01/25/2020 08:30:00 PM,5.46
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,1,12368,4382,75.2,martes,01/28/2020 07:30:00 PM,6.36
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2020,1,2410,671,24.31,martes,01/28/2020 07:30:00 PM,4.1
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2020,1,418615,191068,941.6,viernes,01/17/2020 08:45:00 PM,19.23
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2020,1,296137,107670,833.89,viernes,01/03/2020 06:30:00 PM,18.23
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020,1,32654,8739,143.18,martes,01/21/2020 07:15:00 PM,12.54
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020,1,611938,224941,1191.96,viernes,01/17/2020 08:15:00 PM,23.56
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2020,1,57963,25684,152.14,sábado,01/04/2020 07:15:00 PM,20.58
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020,1,150660,70006,312.05,viernes,01/31/2020 07:15:00 PM,23.52
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020,1,186716,83630,533.81,viernes,01/17/2020 07:30:00 PM,20.54
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,1,79288,28402,242.36,sábado,01/18/2020 07:45:00 PM,14.56
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,1,13519,5124,83.2,domingo,01/19/2020 07:15:00 PM,7.42
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,1,4355,1136,45.6,viernes,01/31/2020 08:45:00 PM,3.35
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020,1,70549,36589,186.25,lunes,01/27/2020 07:45:00 PM,17.12
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,1,7336,2747,84,viernes,01/31/2020 07:45:00 PM,4.4
27,CHOCÓ,27495,NUQUÍ,27495001,ARUSÍ (NUQUÍ - CHOCO),2020,1,10287,4875,51.2,lunes,01/20/2020 06:30:00 PM,8.5
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020,1,5875,1484,11.21,lunes,01/20/2020 12:00:00 PM,19.12
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2020,1,198811,62902,482.24,lunes,01/13/2020 07:15:00 PM,19.34
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2020,1,4956,1100,70.49,miércoles,01/22/2020 07:45:00 PM,3.36
27,CHOCÓ,27745,SIPÍ,27745000,SIPÍ (SIPÍ - CHOCO),2020,1,10872,3028,74.8,miércoles,01/29/2020 08:15:00 PM,5.42
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2020,1,16481,6458,89.87,sábado,01/11/2020 07:30:00 PM,7.41
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2020,1,9739,4014,69.78,miércoles,01/08/2020 07:15:00 PM,5.4
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2020,1,257893,93064,779.24,sábado,01/18/2020 07:00:00 PM,15.43
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020,1,39131,13849,154.14,miércoles,01/22/2020 07:00:00 PM,11.8
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2020,1,1643134,551952,3193.52,martes,01/28/2020 02:30:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,1,78171,27605,201.08,miércoles,01/29/2020 07:15:00 PM,17.36
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,1,15660,7256,213.98,miércoles,01/08/2020 06:30:00 PM,3.51
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,1,95888,36336,188.48,sábado,01/18/2020 07:15:00 PM,23.36
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,1,133744,56337,288.64,viernes,01/31/2020 06:45:00 PM,23.37
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,1,16316,7561,105.6,viernes,01/24/2020 08:30:00 PM,5.59
52,NARIÑO,52250,EL CHARCO,52250022,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2020,1,5358,1798,35.28,sábado,01/04/2020 08:15:00 PM,6.15
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2020,1,13262,3324,96,jueves,01/30/2020 08:00:00 PM,5.4
52,NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,1,5064,1180,70.34,martes,01/21/2020 08:15:00 PM,2.53
52,NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2020,1,4676,1440,31.96,lunes,01/06/2020 06:45:00 PM,6.8
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,1,4243,2448,37.7,martes,01/14/2020 07:30:00 PM,5.56
52,NARIÑO,52390,LA TOLA,52390016,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2020,1,4497,805,35.42,domingo,01/19/2020 07:00:00 PM,5.34
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2020,1,3143,624,21.84,miércoles,01/29/2020 06:00:00 PM,5.33
52,NARIÑO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,1,5320,1723,44.57,sábado,01/11/2020 07:00:00 PM,4.3
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,1,6548,1273,57.6,viernes,01/24/2020 07:00:00 PM,4.37
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2020,1,3350,902,145.55,lunes,01/13/2020 07:15:00 PM,0.55
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835016,PITAL DE LA COSTA (TUMACO - NARIÑO),2020,1,16992,9518,88,sábado,01/18/2020 07:30:00 PM,8.36
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,1,2339,798,20.8,martes,01/07/2020 07:45:00 PM,4.47
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2020,1,19090,9321,153.6,martes,01/14/2020 07:15:00 PM,5.54
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835091,SANTA ROSA (TUMACO - NARIÑO),2020,1,1250,328,31.81,martes,01/14/2020 07:30:00 PM,1.33
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835148,TABLÓN DULCE LA PAMPA (TUMACO - NARIÑO),2020,1,1487,388,28.1,lunes,01/20/2020 08:15:00 PM,2.19
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2020,1,4466,5905,28.35,martes,01/21/2020 06:30:00 PM,5.49
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696017,SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO),2020,1,2126,1005,37.76,jueves,01/02/2020 07:30:00 PM,2.15
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,1,3942,1771,28.8,domingo,01/26/2020 08:30:00 PM,6.15
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,1,934496,349113,2149.84,martes,01/28/2020 07:30:00 PM,23.57
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,1,43466,13886,254.14,sábado,01/18/2020 07:30:00 PM,6.29
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,1,6560,2113,36.58,viernes,01/10/2020 09:15:00 PM,7
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,1,26507,9259,97.68,viernes,01/24/2020 06:45:00 PM,12.24
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2020,1,1242033,394710,2633.77,viernes,01/31/2020 11:45:00 AM,23.58
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,1,26536,9370,97.24,miércoles,01/29/2020 06:15:00 PM,11.17
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,1,269226,118700,579.92,martes,01/28/2020 06:15:00 PM,21.49
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,1,351440,182493,705.25,jueves,01/30/2020 07:45:00 PM,24
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,1,26425,11216,129.36,lunes,01/20/2020 06:30:00 PM,8.43
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,1,2346886,785884,4320.8,martes,01/28/2020 02:15:00 PM,24
99,VICHADA,99624,SANTA ROSALÍA,99624000,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2020,1,130724,68540,323.52,jueves,01/23/2020 07:15:00 PM,18
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,2,3718227,1157331,7347.36,miércoles,02/05/2020 02:30:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,2,99758,35858,221.41,martes,02/04/2020 07:00:00 PM,23.58
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020,2,22870,8922,90.62,domingo,02/23/2020 07:00:00 PM,10.24
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,2,5609,1448,52.93,viernes,02/28/2020 07:45:00 PM,4.37
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020,2,5178,717,43.14,viernes,02/07/2020 06:45:00 PM,5.4
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,2,93760,39361,323.49,viernes,02/28/2020 07:00:00 PM,11.49
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,2,938090,321284,1610.85,martes,02/18/2020 09:30:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,2,15684818,4533824,28217.6,miércoles,02/12/2020 04:00:00 PM,24
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,2,15514,8486,114.57,domingo,02/16/2020 02:15:00 PM,5.37
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020,2,6477,2892,25.54,viernes,02/14/2020 10:00:00 PM,10.49
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,2,12675,4372,45.06,viernes,02/07/2020 08:15:00 PM,13.26
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,2,15525,7062,90.37,sábado,02/01/2020 06:45:00 PM,8.1
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,2,12257,5917,40.15,sábado,02/15/2020 07:15:00 PM,18.1
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,2,1604,633,40.72,viernes,02/21/2020 07:15:00 PM,1.49
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,2,13909,7296,110.27,jueves,02/27/2020 07:00:00 PM,5.48
19,CAUCA,19418,LÓPEZ DE MICAY,19418011,DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA),2020,2,6035,1889,43.65,martes,02/04/2020 07:30:00 PM,5.47
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2020,2,2834,905,26.34,viernes,02/14/2020 06:30:00 PM,4.35
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2020,2,3995,2058,44,miércoles,02/12/2020 07:15:00 PM,5.25
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2020,2,6033,1790,61.5,sábado,02/15/2020 06:45:00 PM,4.8
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2020,2,7099,2930,55.33,domingo,02/09/2020 07:45:00 PM,5.59
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2020,2,2019,364,26.64,sábado,02/01/2020 07:15:00 PM,3.12
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,2,2489,695,40.03,viernes,02/21/2020 07:30:00 PM,2.3
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,2,4501,2754,34.88,sábado,02/01/2020 07:30:00 PM,5.12
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2020,2,7857,1301,52.3,martes,02/11/2020 07:30:00 PM,6.2
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,2,25416,8460,174.06,viernes,02/14/2020 07:45:00 PM,5.58
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,2,1747,1028,46.75,jueves,02/13/2020 07:15:00 PM,1.39
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,2,2420,955,76.22,miércoles,02/12/2020 08:15:00 PM,1.29
19,CAUCA,19809,TIMBIQUÍ,19809009,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2020,2,1737,424,27.48,jueves,02/27/2020 07:15:00 PM,2.29
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2020,2,388026,175431,965.36,miércoles,02/19/2020 08:30:00 PM,18.47
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2020,2,234420,96512,570.24,martes,02/18/2020 09:45:00 PM,18.36
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020,2,36727,9888,143.18,martes,02/04/2020 07:30:00 PM,15.4
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020,2,605709,189638,1246.96,miércoles,02/19/2020 07:30:00 PM,23.52
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2020,2,57082,24304,138.34,viernes,02/14/2020 07:30:00 PM,23.36
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020,2,140237,65925,327.1,miércoles,02/19/2020 07:15:00 PM,23.42
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020,2,160302,71590,481.54,viernes,02/07/2020 07:30:00 PM,17.35
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,2,89554,33314,220.95,jueves,02/13/2020 08:30:00 PM,18.14
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,2,13764,5166,83.2,domingo,02/16/2020 07:30:00 PM,7.42
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,2,8794,4993,60.8,sábado,02/29/2020 09:15:00 PM,5.41
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,2,5456,1481,57.6,viernes,02/21/2020 08:00:00 PM,4.45
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020,2,63323,31591,182.16,jueves,02/06/2020 08:00:00 PM,16.37
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,2,5435,1940,68,miércoles,02/19/2020 10:00:00 PM,4.38
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020,2,2395,800,11.21,jueves,02/27/2020 06:30:00 PM,11.38
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2020,2,186164,60988,527.3,martes,02/18/2020 08:15:00 PM,19
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2020,2,5694,1292,59.74,sábado,02/01/2020 09:30:00 PM,4.6
27,CHOCÓ,27745,SIPÍ,27745000,SIPÍ (SIPÍ - CHOCO),2020,2,11522,3225,79.2,martes,02/18/2020 08:00:00 PM,6.15
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2020,2,16006,6578,81.56,domingo,02/16/2020 08:00:00 PM,8.17
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2020,2,8792,3817,67.06,jueves,02/20/2020 08:00:00 PM,5.2
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2020,2,254854,93090,787.6,sábado,02/15/2020 07:15:00 PM,15.56
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020,2,35493,12295,171.93,sábado,02/22/2020 06:45:00 PM,9.34
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2020,2,1675109,565034,3199.68,lunes,02/17/2020 02:45:00 PM,23.56
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,2,78132,28048,212.08,viernes,02/28/2020 06:30:00 PM,18.28
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,2,28110,12670,223.44,martes,02/25/2020 06:45:00 PM,6.11
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,2,88621,32499,186.75,domingo,02/09/2020 06:30:00 PM,23.34
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,2,135154,54443,311.52,viernes,02/28/2020 06:45:00 PM,23.1
