ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020,5,7325,3032,25.06,lunes,05/25/2020 09:30:00 PM,12.28
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,5,14773,7473,74.74,jueves,05/14/2020 07:30:00 PM,8.21
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,5,4388,1763,41.2,sábado,05/23/2020 08:00:00 PM,4.56
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,5,13855,7993,93.12,sábado,05/23/2020 06:30:00 PM,6.27
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2020,5,3648,1191,27.3,miércoles,05/13/2020 07:30:00 PM,5.37
19,CAUCA,19418,LÓPEZ DE MICAY,19418009,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2020,5,2151,835,36,domingo,05/31/2020 08:30:00 PM,3.9
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2020,5,5496,0,42.24,sábado,05/23/2020 07:00:00 PM,5.26
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2020,5,8990,3802,55.39,domingo,05/03/2020 06:30:00 PM,7.11
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2020,5,3194,511,24.77,lunes,05/18/2020 07:15:00 PM,4.58
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,5,6822,1993,41.86,miércoles,05/06/2020 06:45:00 PM,6.29
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,5,6713,3756,34.52,viernes,05/08/2020 07:45:00 PM,7.18
19,CAUCA,19809,TIMBIQUÍ,19809026,LOS BRAZOS (TIMBIQUÍ - CAUCA),2020,5,246,37,15.38,domingo,05/03/2020 08:00:00 PM,0.36
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,5,26670,9025,187.09,miércoles,05/06/2020 07:30:00 PM,6.22
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,5,6603,4117,44.42,miércoles,05/27/2020 06:45:00 PM,5.32
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,5,12512,4555,80.06,martes,05/26/2020 06:45:00 PM,6.29
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2020,5,437454,187343,1043.68,jueves,05/28/2020 09:30:00 PM,18.14
27,CHOCÓ,27006,ACANDÍ,27006003,CAPURGANÁ (ACANDÍ - CHOCO),2020,5,220933,93698,48259,sábado,05/02/2020 10:00:00 PM,19.7
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020,5,43107,12292,130.15,jueves,05/21/2020 07:15:00 PM,15.13
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020,5,599459,246004,1100,jueves,05/07/2020 07:45:00 PM,23.58
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2020,5,61108,24351,132.36,miércoles,05/13/2020 07:00:00 PM,23.6
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020,5,139418,59727,296.47,sábado,05/09/2020 07:00:00 PM,23.37
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020,5,196794,90691,411.31,lunes,05/04/2020 07:15:00 PM,22.39
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,5,83271,31079,237.21,martes,05/26/2020 06:45:00 PM,16.2
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,5,12586,5065,70.4,lunes,05/25/2020 07:00:00 PM,8.15
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,5,7770,2033,60.8,viernes,05/22/2020 07:45:00 PM,4.55
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099008,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2020,5,831672,745,1600.63,jueves,05/28/2020 03:00:00 PM,24
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020,5,61706,31729,153.25,sábado,05/23/2020 07:15:00 PM,16.22
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,5,12887,5490,68,lunes,05/04/2020 07:45:00 PM,10.11
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425008,SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,5,2801,542,29.62,domingo,05/31/2020 07:30:00 PM,3.48
27,CHOCÓ,27495,NUQUÍ,27495001,ARUSÍ (NUQUÍ - CHOCO),2020,5,10291,4080,52.8,miércoles,05/06/2020 06:30:00 PM,8
27,CHOCÓ,27495,NUQUÍ,27495912,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2020,5,6546,1603,11.33,sábado,05/30/2020 06:15:00 PM,21.34
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2020,5,222546,71853,467.1,miércoles,05/13/2020 07:30:00 PM,21.56
27,CHOCÓ,27001,QUIBDÓ,27001029,TAGACHI (QUIBDÓ - CHOCÓ),2020,5,6205,1363,53.4,sábado,05/02/2020 08:15:00 PM,4.34
27,CHOCÓ,27745,SIPÍ,27745000,SIPÍ (SIPÍ - CHOCO),2020,5,10450,2798,79.2,lunes,05/25/2020 07:00:00 PM,5.21
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2020,5,15548,6334,75.07,viernes,05/22/2020 08:00:00 PM,8.5
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2020,5,10671,3799,65.74,domingo,05/24/2020 08:00:00 PM,6.3
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2020,5,270445,94747,797.72,lunes,05/25/2020 08:45:00 PM,16.12
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020,5,36573,11609,144,miércoles,05/20/2020 06:30:00 PM,10.4
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2020,5,1420997,488070,2706,jueves,05/21/2020 02:30:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,5,77588,26796,186.12,viernes,05/29/2020 06:15:00 PM,18.57
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,5,27489,11593,240.24,martes,05/12/2020 07:00:00 PM,5.36
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,5,51375,19515,159.87,sábado,05/02/2020 07:00:00 PM,15.17
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,5,134889,55455,261.8,lunes,05/11/2020 07:00:00 PM,23.5
52,NARIÑO,52250,EL CHARCO,52250023,BAZÁN (EL CHARCO - NARIÑO),2020,5,19902,12779,110.4,viernes,05/22/2020 07:30:00 PM,7.4
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2020,5,16350,3784,96,miércoles,05/06/2020 08:00:00 PM,7.15
52,NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,5,9895,2162,64.29,jueves,05/07/2020 07:45:00 PM,6.3
52,NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2020,5,6305,2716,33.6,miércoles,05/06/2020 07:00:00 PM,7.39
52,NARIÑO,52473,MOSQUERA,52473000,MOSQUERA (MOSQUERA - NARIÑO),2020,5,4220,0,37.47,viernes,05/08/2020 06:00:00 PM,6.14
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2020,5,4208,764,21.65,lunes,05/11/2020 06:45:00 PM,7.9
52,NARIÑO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,5,6378,2088,43.97,lunes,05/11/2020 06:30:00 PM,5.21
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,5,8890,1549,52.8,domingo,05/03/2020 11:15:00 AM,7.5
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835016,PITAL DE LA COSTA (TUMACO - NARIÑO),2020,5,14058,8041,84,jueves,05/14/2020 07:00:00 PM,7.6
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,5,3771,1381,18.56,jueves,05/07/2020 06:30:00 PM,8.54
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2020,5,32946,27958,150.4,viernes,05/15/2020 07:00:00 PM,10.17
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2020,5,3882,5491,24.83,lunes,05/04/2020 07:00:00 PM,5.58
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696017,SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO),2020,5,6954,3632,37.96,viernes,05/15/2020 08:00:00 PM,7.9
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,5,2729,1322,22.4,domingo,05/31/2020 09:15:00 PM,5.7
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,5,39430,271979,259.78,jueves,05/07/2020 08:00:00 PM,6.2
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,5,5744,3439,32.06,sábado,05/09/2020 07:00:00 PM,7.18
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,5,19310,6265,73.3,sábado,05/09/2020 06:45:00 PM,12.7
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2020,5,1205135,363933,2658.32,martes,05/12/2020 12:00:00 PM,24
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,5,25837,8139,108.77,viernes,05/01/2020 01:00:00 PM,9.4
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,5,238166,103616,556.16,martes,05/12/2020 01:15:00 PM,20.23
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,5,329807,163079,675.94,martes,05/19/2020 06:30:00 PM,23.29
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,5,25270,14477,123.2,martes,05/12/2020 07:45:00 PM,8.52
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,5,2258153,740233,4274.16,martes,05/12/2020 08:45:00 PM,24
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,6,3235370,1055422,6030.04,miércoles,06/24/2020 06:15:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,6,78493,29097,177.76,martes,06/23/2020 06:30:00 PM,23.54
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020,6,21010,8908,84.14,miércoles,06/10/2020 06:45:00 PM,10.15
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020,6,5923,722,46.5,jueves,06/18/2020 09:00:00 PM,6.35
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,88564000,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,6,933652,309808,1585.37,lunes,06/08/2020 10:45:00 PM,24
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,88001000,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2020,6,11390779,3232330,20659.63,lunes,06/08/2020 11:30:00 AM,24
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2020,6,12267,6863,120.72,martes,06/16/2020 02:30:00 PM,4.7
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2020,6,7210,2949,23.14,domingo,06/07/2020 08:30:00 PM,12.57
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,18150001,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2020,6,13591,6778,74.41,sábado,06/13/2020 07:00:00 PM,7.47
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,6,2236,846,36.6,sábado,06/27/2020 08:00:00 PM,3.36
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2020,6,4664,1944,38.96,jueves,06/25/2020 07:30:00 PM,5.9
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2020,6,9236,5212,87.42,lunes,06/01/2020 06:30:00 PM,4.41
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2020,6,3463,1191,24.96,viernes,06/19/2020 06:30:00 PM,5.49
19,CAUCA,19418,LÓPEZ DE MICAY,19418019,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2020,6,7756,3427,48.83,domingo,06/21/2020 08:30:00 PM,6.59
19,CAUCA,19809,TIMBIQUÍ,19809014,CHACÓN (TIMBIQUÍ - CAUCA),2020,6,3453,615,25.31,jueves,06/11/2020 07:30:00 PM,5.29
19,CAUCA,19809,TIMBIQUÍ,19809010,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2020,6,6797,2029,40.64,domingo,06/07/2020 07:45:00 PM,7.8
19,CAUCA,19809,TIMBIQUÍ,19809003,COTEJE (TIMBIQUÍ - CAUCA),2020,6,6029,3486,33.16,martes,06/23/2020 07:15:00 PM,6.59
19,CAUCA,19809,TIMBIQUÍ,19809023,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2020,6,27081,9553,164.38,lunes,06/22/2020 07:15:00 PM,6.35
19,CAUCA,19809,TIMBIQUÍ,19809007,SAN JOSÉ (TIMBIQUÍ - CAUCA),2020,6,7795,4715,45.72,sábado,06/27/2020 07:15:00 PM,6.3
19,CAUCA,19809,TIMBIQUÍ,19809008,SANTA MARÍA (TIMBIQUÍ - CAUCA),2020,6,11476,4268,75.2,viernes,06/26/2020 07:00:00 PM,6.18
27,CHOCÓ,27006,ACANDÍ,27006000,ACANDÍ (ACANDÍ - CHOCÓ),2020,6,406862,180889,1006.72,martes,06/09/2020 08:45:00 PM,18.12
27,CHOCÓ,27025,ALTO BAUDÓ (PIE DE PATO),27025000,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2020,6,24520,7004,126.02,viernes,06/05/2020 06:45:00 PM,9.39
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075000,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2020,6,567225,227852,1066.56,miércoles,06/17/2020 07:15:00 PM,23.51
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075001,CUPICA (BAHÍA SOLANO - CHOCÓ),2020,6,56575,23748,123.88,sábado,06/06/2020 07:30:00 PM,23.57
27,CHOCÓ,27075,BAHÍA SOLANO (MUTIS),27075002,EL VALLE (BAHÍA SOLANO - CHOCÓ),2020,6,132657,56987,295.15,jueves,06/18/2020 07:30:00 PM,23.45
27,CHOCÓ,27077,BAJO BAUDÓ (PIZARRO),27077000,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2020,6,179367,83558,374.88,lunes,06/08/2020 07:30:00 PM,22.33
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099000,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,6,62232,23380,214.31,jueves,06/18/2020 07:30:00 PM,12.41
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099002,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,6,10970,4317,67.2,lunes,06/08/2020 07:00:00 PM,7.42
27,CHOCÓ,27099,BOJAYÁ (BELLAVISTA),27099005,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2020,6,9297,2378,60.8,sábado,06/27/2020 07:30:00 PM,6.9
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2020,6,57867,29566,162.1,lunes,06/01/2020 07:45:00 PM,16.22
27,CHOCÓ,27425,MEDIO ATRATO (BETÉ),27425000,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2020,6,13034,5977,72,martes,06/30/2020 07:15:00 PM,10.11
27,CHOCÓ,27495,NUQUÍ,27495001,ARUSÍ (NUQUÍ - CHOCO),2020,6,9660,3706,51.2,lunes,06/15/2020 07:45:00 PM,8
27,CHOCÓ,27495,NUQUÍ,27495000,NUQUÍ (NUQUÍ - CHOCÓ),2020,6,226027,73899,458.66,lunes,06/08/2020 07:15:00 PM,23.57
27,CHOCÓ,27745,SIPÍ,27745000,SIPÍ (SIPÍ - CHOCO),2020,6,10264,3066,79.2,martes,06/02/2020 07:00:00 PM,5.27
27,CHOCÓ,27800,UNGUÍA,27800001,BALBOA (UNGUÍA - CHOCÓ),2020,6,15360,6198,79.4,sábado,06/27/2020 07:45:00 PM,8.16
27,CHOCÓ,27800,UNGUÍA,27800005,TITUMATE (UNGUÍA - CHOCÓ),2020,6,11312,3830,69.34,lunes,06/08/2020 07:30:00 PM,6.43
27,CHOCÓ,27800,UNGUÍA,27800000,UNGUÍA (UNGUÍA - CHOCÓ),2020,6,278054,96750,844.8,lunes,06/08/2020 08:15:00 PM,16.18
94,GUAINÍA,94343,BARRANCOMINAS,94343000,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2020,6,37614,13589,160.62,viernes,06/12/2020 03:00:00 PM,9.38
94,GUAINÍA,94001,INÍRIDA,94001000,INÍRIDA (INÍRIDA - GUAINÍA),2020,6,1358799,468211,2608.32,miércoles,06/10/2020 02:45:00 PM,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES (MIRAFLORES - GUAVIARE),2020,6,74017,25832,190.08,lunes,06/29/2020 07:45:00 PM,18.45
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH (URIBIA - LA GUAJIRA),2020,6,26493,12006,212.88,martes,06/16/2020 07:30:00 PM,5.33
47,MAGDALENA,47189,CIÉNAGA,47189018,PALMOR (CIÉNAGA - MAGDALENA),2020,6,67761,29907,129.22,jueves,06/18/2020 08:45:00 PM,22.52
50,META,50325,MAPIRIPÁN,50325000,MAPIRIPÁN (MAPIRIPÁN - META),2020,6,129916,54282,271.04,martes,06/09/2020 06:45:00 PM,23.47
52,NARIÑO,52250,EL CHARCO,52250007,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2020,6,16652,3626,88,lunes,06/22/2020 06:00:00 PM,7.53
52,NARIÑO,52390,LA TOLA,52390013,AMÁRALES (LA TOLA - NARIÑO),2020,6,9999,2415,62.59,lunes,06/01/2020 06:45:00 PM,6.52
52,NARIÑO,52390,LA TOLA,52390003,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2020,6,6257,2773,32,lunes,06/15/2020 12:30:00 PM,8.15
52,NARIÑO,52390,LA TOLA,52390009,MULATOS (LA TOLA - NARIÑO),2020,6,4015,2119,35.78,miércoles,06/03/2020 06:45:00 PM,6.2
52,NARIÑO,52490,OLAYA HERRERA,52490913,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2020,6,4797,961,23.66,miércoles,06/10/2020 05:00:00 PM,8.25
52,NARIÑO,52490,OLAYA HERRERA,52490008,SAN JOSÉ CALABAZAL (OLAYA HERRERA - NARIÑO),2020,6,6153,1986,42.82,miércoles,06/03/2020 07:00:00 PM,5.3
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,BOCAS DE CURAY (TUMACO - NARIÑO),2020,6,8730,1646,52.8,domingo,06/28/2020 12:00:00 PM,7.11
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835012,CHAJAL (TUMACO - NARIÑO),2020,6,3043,893,130.59,lunes,06/01/2020 07:00:00 PM,0.54
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835016,PITAL DE LA COSTA (TUMACO - NARIÑO),2020,6,18059,10339,84,martes,06/02/2020 12:45:00 PM,9.37
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835212,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2020,6,4504,1674,18.46,sábado,06/06/2020 07:00:00 PM,12.3
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835217,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2020,6,29442,23809,150.4,jueves,06/25/2020 06:45:00 PM,8.51
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696014,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2020,6,2920,4791,22.69,martes,06/02/2020 06:45:00 PM,5.12
52,NARIÑO,52696,SANTA BÁRBARA (ISCUANDÉ),52696017,SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO),2020,6,5143,2770,36.92,lunes,06/08/2020 07:30:00 PM,5.47
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,6,2615,1329,25.6,sábado,06/06/2020 08:45:00 PM,4.57
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO),2020,6,838501,286225,1757.18,miércoles,06/10/2020 11:00:00 AM,22.21
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2020,6,32761,11240,258.37,viernes,06/19/2020 07:30:00 PM,4.53
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2020,6,5273,1835,29.47,lunes,06/15/2020 07:30:00 PM,7.9
97,VAUPÉS,97161,CARURÚ,97161000,CARURÚ (CARURÚ - VAUPÉS),2020,6,19281,5926,73.92,martes,06/16/2020 07:15:00 PM,12.9
97,VAUPÉS,97001,MITÚ,97001000,MITÚ (MITÚ - VAUPÉS),2020,6,1162170,352911,2567.84,miércoles,06/10/2020 11:30:00 AM,23.54
97,VAUPÉS,97666,TARAIRA,97666000,TARAIRA (TARAIRA - VAUPÉS),2020,6,26263,8362,114.66,viernes,06/05/2020 06:45:00 PM,9.45
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO (CUMARIBO - VICHADA),2020,6,227599,100665,519.2,viernes,06/05/2020 03:45:00 PM,20.24
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2020,6,307214,152062,634.87,miércoles,06/03/2020 07:30:00 PM,23.44
99,VICHADA,99001,PUERTO CARREÑO,99001002,CASUARITO (PUERTO CARREÑO - VICHADA),2020,6,22685,13339,110.7,jueves,06/25/2020 08:00:00 PM,8.41
99,VICHADA,99001,PUERTO CARREÑO,99001000,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2020,6,2093680,684594,4004,jueves,06/04/2020 02:30:00 PM,24
91,AMAZONAS,91001,LETICIA,91001000,LETICIA (LETICIA - AMAZONAS),2020,7,3502607,1148895,6272.19,martes,07/21/2020 02:30:00 PM,24
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2020,7,92361,34983,190.08,lunes,07/06/2020 06:45:00 PM,23.56
91,AMAZONAS,91798,TARAPACÁ (ANM),91798000,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2020,7,21229,9269,79.65,martes,07/14/2020 06:30:00 PM,10.15
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873001,SAN ANTONIO DE PADUA (VIGÍA DEL FUERTE - ANTIOQUIA),2020,7,4317,1607,33.73,sábado,07/04/2020 07:30:00 PM,5.3
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2020,7,5657,707,42.08,domingo,07/05/2020 06:15:00 PM,6.25
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873000,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2020,7,98335,35002,277.02,jueves,07/16/2020 01:30:00 PM,13.34
